name,ditensity,lon,lat
ชุมชนเย็นอากาศ 2,หนาแน่นมาก,100.551283,13.711385
ชุมชนเชื้อเพลิงพัฒนา,หนาแน่นปานกลาง,100.553059,13.711026
ชุมชนร่วมพัฒนาเชื้อเพลิง 2,หนาแน่นปานกลาง,100.550467,13.708045
ชุมชนคลองขวาง,หนาแน่นปานกลาง,100.549118,13.707035
ชุมชนวัดช่องลม,หนาแน่นปานกลาง,100.547879,13.705881
ชุมชนสามัคคีร่วมใจ,หนาแน่นปานกลาง,100.544914,13.698283
ชุมชนคาลเท็กซ์,หนาแน่นปานกลาง,100.547088,13.695886
ชุมชนร่วมพัฒนาวัดช่องนนทรี,หนาแน่นมาก,100.545899,13.691406
ชุมชนบัวหลวง,หนาแน่นมาก,100.544795,13.689569
ชุมชนซอยสรรค์สุข,หนาแน่นมาก,100.538901,13.689384
ชุมชนวัดคลองภูมิ,หนาแน่นมาก,100.545812,13.680135
ชุมชนข้างซอยพัฒนาการ 1,หนาแน่นมาก,100.529237,13.683741
ชุมชนปรีชา 1,หนาแน่นปานกลาง,100.534203,13.682538
ชุมชนเศตะพราหมณ์,หนาแน่นมาก,100.535409,13.683638
ชุมชนโสณมัยอร่ามดวง,หนาแน่นปานกลาง,100.529416,13.694608
ชุมชนคลองด่าน,หนาแน่นมาก,100.539026,13.676719
ชุมชนปากคลองช่องนนทรี,หนาแน่นปานกลาง,100.549166,13.694497
ชุมชนหลังสมาคมโรงเรียนไทย-ญี่ปุ่น,หนาแน่นปานกลาง,100.592733,13.761373
ชุมชนซอยรุ่งเรืองตอนปลาย,หนาแน่นมาก,100.575952,13.796208
ชุมชนริมคลองบางซื่อรัชดาภิเษก,หนาแน่นมาก,100.574986,13.796861
ชุมชนริมคลองบางซื่อ ลาดพร้าว 42-44,หนาแน่นมาก,100.581255,13.798157
ชุมชนริมคลองบางซื่อ ลาดพร้าว 46,หนาแน่นปานกลาง,100.584875,13.798909
ชุมชนลาดพร้าว 45,หนาแน่นปานกลาง,100.588808,13.800219
ชุมชนร่วมใจพิบูลย์ 2,หนาแน่นมาก,100.587864,13.79764
ชุมชนบึงพระราม 9 พัฒนา,หนาแน่นปานกลาง,100.601798,13.752611
ชุมชนบึงพระราม 9,หนาแน่นปานกลาง,100.602933,13.750966
ชุมชนซอยพัทลุง,หนาแน่นมาก,100.58383,13.795314
ชุมชนลาดพร้าว 80,หนาแน่นปานกลาง,100.5925,13.779798
ชุมชนริมคลองลาดพร้าว ประชาอุทิศ,หนาแน่นปานกลาง,100.594198,13.765709
ชุมชนเพชรบุรี 40,หนาแน่นปานกลาง,100.580957,13.745035
ชุมชนเพชรพระราม,หนาแน่นปานกลาง,100.598688,13.743708
ชุมชนโรงปูนฝั่งเหนือ,หนาแน่นปานกลาง,100.592457,13.745246
ชุมชนโรงปูนฝั่งใต้,หนาแน่นปานกลาง,100.592212,13.74442
ชุมชนหลังวัดบุญรอดธรรมาราม,หนาแน่นปานกลาง,100.592774,13.693814
ชุมชนหน้าวัดบุญรอดธรรมราม,หนาแน่นปานกลาง,100.593547,13.694148
ชุมชนหน้าโรงเรียนบางจาก,หนาแน่นปานกลาง,100.596642,13.695749
ชุมชนสุภาพงษ์,หนาแน่นมาก,100.635604,13.68974
ชุมชนฤกษ์เที่ยง,หนาแน่นปานกลาง,100.610885,13.701686
ชุมชนสุขุมวิท 93,หนาแน่นปานกลาง,100.610085,13.700371
ชุมชนสาหร่ายทองคำ,หนาแน่นมาก,100.612882,13.701217
ชุมชนซอยเปี่ยมสุข,หนาแน่นปานกลาง,100.611717,13.700953
ชุมชนพงษ์เวชอนุสรณ์,หนาแน่นปานกลาง,100.606668,13.690522
ชุมชนข้างโรงกลั่นน้ำมันบางจาก,หนาแน่นปานกลาง,100.595894,13.691559
ชุมชนเล็กเที่ยง,หนาแน่นปานกลาง,100.598859,13.700481
ชุมชนซอยประดับสุข,หนาแน่นปานกลาง,100.610367,13.692329
ชุมชนสองพี่น้อง,หนาแน่นปานกลาง,100.616684,13.69376
ชุมชนร่วมสามัคคี,หนาแน่นปานกลาง,100.630323,13.68662
ชุมชนเชลียง 5,หนาแน่นปานกลาง,100.632778,13.681397
ชุมชนเซ่งไพเราะ,หนาแน่นมาก,100.63541,13.690878
ชุมชนหมู่บ้านซอยสวัสดี,หนาแน่นมาก,100.632077,13.691128
ชุมชนสาหร่ายไพเราะ,หนาแน่นปานกลาง,100.630551,13.6932
ชุมชนเกตุไพเราะ 1-2,หนาแน่นปานกลาง,100.62996,13.69396
ชุมชนเกตุไพเราะ 3-5,หนาแน่นปานกลาง,100.629501,13.694981
ชุมชนสุนทรธรรม,หนาแน่นปานกลาง,100.628779,13.696282
ชุมชนแย้มสรวล,หนาแน่นปานกลาง,100.626358,13.684036
ชุมชนทุ่งสาธิต,หนาแน่นปานกลาง,100.636359,13.692252
ชุมชนเยี่ยมเจริญสุข,หนาแน่นปานกลาง,100.61775,13.702976
ชุมชนบุญกุศล,หนาแน่นปานกลาง,100.617853,13.686051
ชุมชนประวิทย์สามัคคี,หนาแน่นมาก,100.634251,13.683375
ชุมชนท่าวัง,หนาแน่นปานกลาง,100.489268,13.753056
ชุมชนท่าเตียน,หนาแน่นปานกลาง,100.490732,13.745581
ชุมชนตรอกเขียนนิวาสน์-ตรอกไก่แจ้,หนาแน่นปานกลาง,100.496032,13.763373
ชุมชนวัดสังเวชวิศยาราม,หนาแน่นปานกลาง,100.49665,13.765144
ชุมชนวัดสามพระยา,หนาแน่นปานกลาง,100.499881,13.764961
ชุมชนวัดนรนาถ,หนาแน่นปานกลาง,100.502514,13.769852
ชุมชนวัดอินทรวิหาร,หนาแน่นปานกลาง,100.503594,13.767225
ชุมชนตรอกบ้านพานถม,หนาแน่นปานกลาง,100.504187,13.761454
ชุมชนมัสยิดบ้านตึกดิน,หนาแน่นปานกลาง,100.500366,13.758108
ชุมชนหลังวัดราชนัดดา,หนาแน่นมาก,100.504559,13.754414
ชุมชนวัดเทพธิดาราม,หนาแน่นมาก,100.502945,13.753563
ชุมชนโบสถ์พราหมณ์,หนาแน่นมาก,100.500294,13.752482
ชุมชนราชบพิธพัฒนา,หนาแน่นมาก,100.499161,13.749821
ชุมชนตรอกเฟื่องทอง-ตรอกวิสูตร,หนาแน่นมาก,100.499567,13.748385
ชุมชนมัสยิดจักรพงษ์,หนาแน่นปานกลาง,100.49709,13.761267
ชุมชนบวรรังษี,หนาแน่นปานกลาง,100.500777,13.758762
ชุมชนตรอกศิลป์-ตรอกตึกดิน,หนาแน่นมาก,100.501053,13.754832
ชุมชนแพร่งภูธร,หนาแน่นมาก,100.496913,13.751731
ชุมชนวัดโสมนัส,หนาแน่นมาก,100.509818,13.761908
ชุมชนจักรพรรดิพงษ์,หนาแน่นมาก,100.509353,13.75717
ชุมชนวัดสุนทรธรรมทาน,หนาแน่นมาก,100.510211,13.757752
ชุมชนศุภมิตร 2,หนาแน่นมาก,100.511743,13.758943
ชุมชนศุภมิตร 1,หนาแน่นมาก,100.512863,13.758813
ชุมชนสิตาราม,หนาแน่นมาก,100.51064,13.755709
ชุมชนมัสยิดมหานาค,หนาแน่นมาก,100.515871,13.752959
ชุมชนวัดสระเกศ,แออัด,100.508533,13.752509
ชุมชนบ้านบาตร,หนาแน่นมาก,100.506848,13.750943
ชุมชนบ้านดอกไม้,หนาแน่นปานกลาง,100.506895,13.74847
ชุมชนวังแดง,หนาแน่นปานกลาง,100.504817,13.747747
ชุมชนตรอกมะขาม,หนาแน่นมาก,100.512401,13.741809
ชุมชนดำรงรักษ์,หนาแน่นมาก,100.511471,13.754851
ชุมชนวุฒิชัย,หนาแน่นมาก,100.514999,13.755865
ชุมชนภิรมย์,หนาแน่นปานกลาง,100.501029,13.740521
ชุมชนสะพานหัน,หนาแน่นปานกลาง,100.502217,13.74281
ชุมชนริมคลองโอ่งอ่าง,หนาแน่นปานกลาง,100.50267,13.743545
ชุมชนอิสรานุภาพ,หนาแน่นปานกลาง,100.507064,13.739964
ชุมชนมิตรชัยภูมิ,หนาแน่นปานกลาง,100.507703,13.739305
ชุมชนกรมภูธเรศร์,หนาแน่นปานกลาง,100.509678,13.742026
ชุมชนพิพากษา,หนาแน่นปานกลาง,100.51051,13.741064
ชุมชนผู้ค้าอะไหล่เก่า,หนาแน่นปานกลาง,100.512321,13.733529