name,ditensity,lat,lon,,
ชุมชนมัสยิดบ้านสมเด็จ,แออัด,100.492029,13.730687,,
ชุมชนบางไส้ไก่บ้านสมเด็จ,แออัด,100.490041,13.731923,,
ชุมชนวัดประดิษฐาราม,หนาแน่นมาก,100.487655,13.734318,,
ชุมชนสี่แยกบ้านแขก,หนาแน่นมาก,100.493685,13.730578,,
ชุมชนประสานมิตร,แออัด,100.488973,13.728854,,
ชุมชนข้างสถานีรถไฟวงเวียนใหญ่,หนาแน่นมาก,100.486817,13.724751,,
ชุมชนวัดอินทาราม,หนาแน่นมาก,100.483559,13.723035,,
ชุมชนตรอกเทวดา,หนาแน่นมาก,100.490065,13.725112,,
ชุมชนสวนพลู,แออัด,100.487746,13.721985,,
ชุมชนตากสินสัมพันธ์,หนาแน่นมาก,100.488684,13.72059,,
ชุมชนพัฒนาบ้านล่าง,หนาแน่นมาก,100.48576,13.723517,,
ชุมชนหลังไปรษณีย์สำเหร่,แออัด,100.491728,13.715954,,
ชุมชนแซ่ซิ้มสวนบน,หนาแน่นมาก,100.486529,13.717497,,
ชุมชนซอยช่างนาค-สะพานยาว,หนาแน่นมาก,100.499702,13.733711,,
ชุมชนสวนสมเด็จย่า,หนาแน่นปานกลาง,100.497972,13.737012,,
ชุมชนซอยท่าดินแดง 14 และซอยท่าดินแดง 16,หนาแน่นปานกลาง,100.504763,13.735493,,
ชุมชนหลังโรงเรียนสารพัดช่างธนบุรี,หนาแน่นมาก,100.506473,13.734341,,
ชุมชนซอยแยกถนนเชียงใหม่,หนาแน่นปานกลาง,100.50761,13.73477,,
ชุมชนวัดทองธรรมชาติ,หนาแน่นมาก,100.50533,13.73287,,
ชุมชนชาวประชาท่าดินแดง,หนาแน่นมาก,100.502121,13.73064,,
ชุมชนหลังโรงเรียนกุลสิริเทคโนโลยี,หนาแน่นมาก,100.503601,13.731,,
ชุมชนหลังโรงพยาบาลสมเด็จเจ้าพระยา,หนาแน่นมาก,100.50421,13.72962,,
ชุมชนวัดทองนพคุณ,หนาแน่นมาก,100.507731,13.732352,,
ชุมชนหลังโรงภาพยนตร์ไทยราม่า,หนาแน่นปานกลาง,100.493254,13.724314,,
ชุมชนศาลเจ้าอาเหนียว,หนาแน่นมาก,100.494305,13.722225,,
ชุมชนมัสยิดสุวรรณภูมิ,หนาแน่นมาก,100.510194,13.725318,,
ชุมชนซอยวัดสุวรรณ,หนาแน่นมาก,100.510183,13.723707,,
ชุมชนข้างโรงเรียนมิตรพลพณิชยการ,หนาแน่นมาก,100.506878,13.727723,,
ชุมชนหน้าตลาดศิรินทร์,หนาแน่นมาก,100.507964,13.725802,,
ชุมชนคลองต้นไทร,หนาแน่นมาก,100.504523,13.719376,,
ชุมชนวัดเศวตฉัตร,หนาแน่นปานกลาง,100.506684,13.71352,,
ชุมชนอู่ใหม่,หนาแน่นปานกลาง,100.507757,13.714924,,
ชุมชนปากคลองต้นไทร,หนาแน่นปานกลาง,100.509636,13.718639,,
ชุมชนซอยราษฎร์ร่วมเจริญ,หนาแน่นมาก,100.50454,13.722096,,
ชุมชนซอยวนาวรรณ,หนาแน่นมาก,100.503173,13.723111,,
ชุมชนวัดสุทธาราม,แออัด,100.49419,13.711989,,
ชุมชนหลังตลาดเจริญนคร,หนาแน่นปานกลาง,100.499639,13.708742,,
ชุมชนคลองพระยาเกษม,หนาแน่นมาก,100.501731,13.714201,,
ชุมชนซอยวัฒนา,หนาแน่นมาก,100.494996,13.716473,,
ชุมชนสำปาย้าพัฒนา,หนาแน่นมาก,100.496384,13.717765,,
ชุมชนซอยหงษ์ทอง,แออัด,100.494035,13.719399,,
ชุมชนวัดทองเพลง,หนาแน่นมาก,100.500966,13.724042,,
ชุมชนซอยเจริญรัถ 12,หนาแน่นมาก,100.501456,13.726198,,
ชุมชนตรอกงูเห่า,หนาแน่นมาก,100.496566,13.723526,,
ชุมชนสองร้อยห้อง,หนาแน่นมาก,100.49712,13.722726,,
ชุมชนซอยเจริญนคร 24/1,หนาแน่นมาก,100.50439,13.716621,,
ชุมชนซอยเกษมใหม่,หนาแน่นมาก,100.497956,13.712332,,
ชุมชนซอยเจริญรัถ 5,หนาแน่นมาก,100.504433,13.727638,,
ชุมชนฟื้นนครร่มเกล้า ระยะ 2 โซน 9,หนาแน่นน้อย,100.731811,13.759729,,
ชุมชนฟื้นนครร่มเกล้า ระยะ 4 โซน 10,หนาแน่นน้อย,100.728463,13.763192,,
ชุมชนมิตรประชาร่วมใจฟื้นนครร่มเกล้า ระยะ 6 ( โซน 12),หนาแน่นน้อย,100.731667,13.76403,,
ชุมชนฟื้นนครร่มเกล้า ระยะ 1 โซน 7,หนาแน่นปานกลาง,100.733685,13.767342,,
ชุมชนมิตรสามัคคีฟื้นนครร่มเกล้า ระยะ 5 โซน 11,หนาแน่นน้อย,100.734904,13.769483,,
ชุมชนฟื้นนครร่มเกล้า ระยะ 3 โซน 8,หนาแน่นน้อย,100.738162,13.769805,,
ชุมชนน่าฟีอะห์ลำนายโส,หนาแน่นน้อย,100.729656,13.773948,,
ชุมชนจิตรา,หนาแน่นน้อย,100.723291,13.731664,,
ชุมชนร่มเกล้า 1,หนาแน่นน้อย,100.728621,13.730921,,
ชุมชนหลังวัดลานบุญ,หนาแน่นน้อย,100.72199,13.727938,,
ชุมชนหมู่บ้านลานบุญ,หนาแน่นน้อย,100.720957,13.725149,,
ชุมชนซอยธรรมนูญ,หนาแน่นน้อย,100.711602,13.720464,,
ชุมชนวัดสังฆราชา,หนาแน่นน้อย,100.73768,13.725365,,
ชุมชนประชาร่วมใจ,หนาแน่นน้อย,100.7487,13.725547,,
ชุมชนร่วมใจพัฒนา,หนาแน่นน้อย,100.756443,13.725875,,
ชุมชนมิตรปลูกศรัทธา,หนาแน่นน้อย,100.768995,13.724732,,
ชุมชนบึงบัว,หนาแน่นน้อย,100.777806,13.766122,,
ชุมชนมาเรียลัย,หนาแน่นน้อย,100.795917,13.723061,,
ชุมชนวัดพลมานีย์,หนาแน่นน้อย,100.819806,13.717299,,
ชุมชนวัดราชโกษา,หนาแน่นน้อย,100.847609,13.698462,,
ชุมชนดารุ้ลมุกีมอุปถัมภ์,หนาแน่นน้อย,100.842877,13.707054,,
ชุมชนเลียบคลองมอญ,หนาแน่นน้อย,100.815281,13.732405,,
ชุมชนวัดสุทธาโภชน์สุนทรอุปถัมภ์,หนาแน่นน้อย,100.825768,13.731493,,
ชุมชนหมู่บ้านพัฒนาหมู่ 11 (คลองเจ๊ก),หนาแน่นน้อย,100.823558,13.746115,,
ชุมชนหมู่บ้านพัฒนาทิพพาวาส,หนาแน่นน้อย,100.803342,13.779199,,
ชุมชนสุทธาวาส,หนาแน่นน้อย,100.803443,13.738495,,
ชุมชนหมู่บ้านทิวไผ่พัฒนา,หนาแน่นน้อย,100.80445,13.766993,,
ชุมชนมิตรสัมพันธ์ หมู่ 9 (ลำปลาทิว),หนาแน่นน้อย,100.803321,13.765567,,
ชุมชนหมู่บ้านพัฒนา หมู่ 12 (ลำพะอง),หนาแน่นน้อย,100.830144,13.752259,,
ชุมชนหมู่บ้านพัฒนา หมู่ 13 (ลำคูเวียง),หนาแน่นน้อย,100.829633,13.758051,,
ชุมชนบำรุงรื่น,หนาแน่นน้อย,100.755075,13.745152,,
ชุมชนหลวงพรต-ท่านเลี่ยม,หนาแน่นน้อย,100.784282,13.725639,,
ชุมชนเคหะชุมชนร่มเกล้าแฟลตคลองสองต้นนุ่น(แฟลต 11 หลัง),หนาแน่นน้อย,100.735563,13.772039,,
ชุมชนเคหะชุมชนร่มเกล้า โซน หลังคาขาว,หนาแน่นน้อย,100.730365,13.77199,,
ชุมชนเคหะชุมชนร่มเกล้า โซน 6,หนาแน่นปานกลาง,100.735089,13.763048,,
ชุมชนเคหะชุมชนร่มเกล้า โซน 5,หนาแน่นน้อย,100.735004,13.764583,,
ชุมชนเคหะชุมชนร่มเกล้า โซน หลังคาเขียว,หนาแน่นน้อย,100.73489,13.766616,,
ชุมชนเคหะชุมชนร่มเกล้า โซน 3,หนาแน่นน้อย,100.731637,13.766954,,
ชุมชนเคหะชุมชนร่มเกล้า โซน 201 หลังคาแดง,หนาแน่นน้อย,100.72968,13.767897,,
ชุมชนเคหะชุมชนร่มเกล้า โซน 1,หนาแน่นน้อย,100.733571,13.772966,,
ชุมชนเคหะชุมชนร่มเกล้า โซน 2,หนาแน่นปานกลาง,100.73103,13.770472,,
ชุมชนเคหะชุมชนร่มเกล้า โซน 4,หนาแน่นน้อย,100.734674,13.765131,,
ชุมชนรามอินทราเนรมิต,หนาแน่นน้อย,100.711134,13.809328,,
ชุมชนอิดซ์ฮาร์ดพัฒนา,หนาแน่นน้อย,100.766287,13.83022,,
ชุมชนราษฎร์พัฒนา(ซอยมูลนิธิ),หนาแน่นน้อย,100.769286,13.826657,,
ชุมชนคลองตะโหนด,หนาแน่นน้อย,100.758801,13.810249,,
ชุมชนทองสงวน,หนาแน่นน้อย,100.798209,13.812299,,
ชุมชนออมทรัพย์,หนาแน่นน้อย,100.752097,13.789886,,
ชุมชนสามัคคีคลองสองต้นนุ่น,หนาแน่นน้อย,100.73059,13.806457,,
ชุมชนวังทองพัฒนา,หนาแน่นน้อย,100.727688,13.791608,,
ชุมชนนูรุ้ลพัฒนา,หนาแน่นน้อย,100.739835,13.774017,,
ชุมชนอันนูรอยน์ (บึงขวาง),หนาแน่นน้อย,100.759824,13.805156,,
ชุมชนอับดุลรอมาน,หนาแน่นน้อย,100.777417,13.816286,,
ชุมชนมีนบุรีอุปถัมภ์,หนาแน่นน้อย,100.728677,13.809366,,
ชุมชนอนันตสามัคคี,หนาแน่นน้อย,100.776979,13.811933,,
ชุมชนสุเหร่าบ้านเกาะ,หนาแน่นน้อย,100.780414,13.823898,,
ชุมชนคู้ล่างสร้างสรรค์,หนาแน่นน้อย,100.807664,13.852622,,
ชุมชนโซ๊ะมันร่วมพัฒนา,หนาแน่นน้อย,100.7784,13.837096,,
ชุมชนบางชันพัฒนา,หนาแน่นน้อย,100.702638,13.805542,,
ชุมชนแสงวิมาน,หนาแน่นน้อย,100.770758,13.827033,,
ชุมชนอับดุลเลาะ,หนาแน่นน้อย,100.750825,13.786348,,
ชุมชนมัสยิดอัตตั๊กวาพัฒนา (คลองสองต้นนุ่น),หนาแน่นน้อย,100.7369,13.792362,,
ชุมชนบ้านคูคตพัฒนา,หนาแน่นน้อย,100.707255,13.820157,,
ชุมชนสามัคคีธรรม,หนาแน่นน้อย,100.724893,13.802931,,
ชุมชนอัลฮูดา,หนาแน่นน้อย,100.753467,13.791832,,
ชุมชนสามัคคีพัฒนา,หนาแน่นน้อย,100.773369,13.832893,,
ชุมชนอิดซ์ฮาดร์,หนาแน่นน้อย,100.767618,13.828533,,
ชุมชนพัฒนาบึงขวาง,หนาแน่นน้อย,100.743912,13.799654,,
ชุมชนเยรูซาเล็ม,หนาแน่นปานกลาง,100.606547,13.745796,,
ชุมชนโครงการร่วมกันสร้าง,หนาแน่นมาก,100.629989,13.789057,,
ชุมชน101 บึงทองหลาง,หนาแน่นมาก,100.627909,13.794478,,
ชุมชนสุขสันต์ 26,หนาแน่นมาก,100.633221,13.800144,,
ชุมชนสุขเจริญพัฒนา,หนาแน่นปานกลาง,100.630162,13.802822,,
ชุมชนลำสาลี,หนาแน่นปานกลาง,100.650317,13.749154,,
ชุมชนวังโสม,หนาแน่นปานกลาง,100.657712,13.758055,,
ชุมชนวัดกลาง,หนาแน่นมาก,100.634798,13.766403,,
ชุมชนริมคลองกะจะ,หนาแน่นปานกลาง,100.6293,13.749169,,
ชุมชนสามัคคีพัฒนา,หนาแน่นมาก,100.656217,13.76089,,
ชุมชนวังใหญ่,หนาแน่นน้อย,100.674517,13.749128,,
ชุมชนหมู่บ้านพัฒนา หมู่ 8,หนาแน่นปานกลาง,100.616921,13.80337,,
ชุมชนหมู่บ้านเทพทวี,หนาแน่นมาก,100.6340468,13.7913309,,
ชุมชนลำชะล่า (โคกบ่าวสาว),หนาแน่นปานกลาง,100.658239,13.848501,,
ชุมชนหมู่บ้านไปรษณีย์ 65,หนาแน่นปานกลาง,100.650899,13.857797,,
ชุมชนหมู่บ้านพัฒนาคลองหลุมไผ่,หนาแน่นปานกลาง,100.623027,13.846992,,
ชุมชนสามัคคีร่วมใจ,หนาแน่นปานกลาง,100.586647,13.860045,,
ชุมชนรุ่นใหม่พัฒนา,หนาแน่นน้อย,100.587831,13.87425,,
ชุมชนร้อยกรอง,หนาแน่นน้อย,100.587977,13.876159,,
ชุมชนสุขสันต์พัฒนา,หนาแน่นน้อย,100.593313,13.873915,,
ชุมชนบางบัว,หนาแน่นปานกลาง,100.588374,13.866576,,
ชุมชนอุทิศอนุสรณ์,หนาแน่นน้อย,100.596504,13.871499,,
ชุมชนเคหะรามอินทรา,หนาแน่นปานกลาง,100.630998,13.857312,,
ชุมชนวัดอาวุธ,หนาแน่นปานกลาง,100.652896,13.881245,,
ชุมชนเพชรสยาม,หนาแน่นปานกลาง,100.634591,13.884007,,
ชุมชนวัชรปราณี,หนาแน่นปานกลาง,100.648006,13.867896,,
ชุมชนวัดไตรรัตนาราม,หนาแน่นปานกลาง,100.618379,13.850372,,
ชุมชนหมู่บ้านเอี่ยมพานิช,หนาแน่นปานกลาง,100.613896,13.865885,,
ชุมชนยิ่งศิริ,หนาแน่นปานกลาง,100.593649,13.883287,,
ชุมชนร่วมใจพัฒนาเหนือ,หนาแน่นน้อย,100.601827,13.892664,,
ชุมชนซอยน้ำใส,หนาแน่นปานกลาง,100.595795,13.884734,,
ชุมชนหมู่บ้านอนันต์สุขสันต์รุ่น 18-20,หนาแน่นปานกลาง,100.633791,13.881241,,
ชุมชนสุขฤดี,หนาแน่นน้อย,100.650007,13.869759,,
ชุมชนร่วมพัฒนา 33,หนาแน่นน้อย,100.61904,13.878553,,
ชุมชนร่วมใจพัฒนาใต้,หนาแน่นปานกลาง,100.596587,13.880212,,
ชุมชนแผ่นดินทองวัดแสนเกษม,หนาแน่นน้อย,100.892814,13.920358,,
ชุมชนแผ่นดินทองอัลฮิดายะห์,หนาแน่นน้อย,100.849259,13.891726,,
ชุมชนแผ่นดินทองดารุ้ลฮาซานัย,หนาแน่นน้อย,100.839623,13.930653,,
ชุมชนแผ่นดินทองสะฟีรุสซาลาม,หนาแน่นน้อย,100.811146,13.922367,,
ชุมชนแผ่นดินทองวัดสามง่าม,หนาแน่นน้อย,100.807154,13.888659,,
ชุมชนแผ่นดินทองยายชุ่มอุทิศ,หนาแน่นน้อย,100.797893,13.861841,,
ชุมชนแผ่นดินทองบาหยัน 2,หนาแน่นน้อย,100.832734,13.86748,,
ชุมชนแผ่นดินทองอัรเราะห์มาน,หนาแน่นน้อย,100.848288,13.881239,,
ชุมชนแผ่นดินทองดารุสซุนนี,หนาแน่นน้อย,100.847994,13.866498,,
ชุมชนแผ่นดินทองอัลฮุดา,หนาแน่นน้อย,100.860925,13.862931,,
ชุมชนแผ่นดินทองนูรุดดีน,หนาแน่นน้อย,100.880337,13.870588,,
ชุมชนแผ่นดินทองฮาซานุดดีน,หนาแน่นน้อย,100.898328,13.856053,,
ชุมชนแผ่นดินทองภักดีธรรม,หนาแน่นน้อย,100.807896,13.846763,,
ชุมชนแผ่นดินทองคอยรุตตั๊กวา,ไม่ทราบข้อมูล,100.829802,13.833244,,
ชุมชนแผ่นดินทองคอยรุดดีน,หนาแน่นน้อย,100.849457,13.827026,,
ชุมชนแผ่นดินทองหมู่ 5 กระทุ่มราย,หนาแน่นน้อย,100.877518,13.851183,,
ชุมชนแผ่นดินทองอัลฮาดีย์,หนาแน่นน้อย,100.88567,13.849386,,
ชุมชนแผ่นดินทองนูรุ้ลยากีน,หนาแน่นน้อย,100.896984,13.843574,,
ชุมชนแผ่นดินทองดารุ้ลฆอนี,หนาแน่นน้อย,100.911575,13.826115,,
ชุมชนแผ่นดินทองวัดลำผักชี,หนาแน่นน้อย,100.83904,13.788944,,
ชุมชนแผ่นดินทองดารุ้ลนาซีฮะห์,หนาแน่นน้อย,100.858303,13.800941,,
ชุมชนแผ่นดินทองดารุ้ลอะมาน,หนาแน่นน้อย,100.879993,13.783431,,
ชุมชนแผ่นดินทองวัดลำต้อยติ่ง,หนาแน่นน้อย,100.886674,13.753459,,
ชุมชนหมู่บ้านพัฒนา หมู่ 12-13,หนาแน่นน้อย,100.831977,13.906775,,
ชุมชนแผ่นดินทองอินดารุ้ลมีนา,หนาแน่นน้อย,100.887878,13.829367,,
ชุมชนแผ่นดินทองบ้านกระทุ่มราย,หนาแน่นน้อย,100.843337,13.855455,,
ชุมชนแผ่นดินทองออมสินพัฒนา,หนาแน่นน้อย,100.84889,13.855957,,
ชุมชนแผ่นดินทองสุกกาทอง,หนาแน่นน้อย,100.799781,13.851701,,
ชุมชนแผ่นดินทองคู้บนพัฒนา,หนาแน่นน้อย,100.82152,13.8562,,
ชุมชนแผ่นดินทองหมู่ 2 คู้ฝั่งเหนือ(สื่อสันติ),หนาแน่นน้อย,100.815267,13.855641,,
ชุมชนแผ่นดินทองลำมดตะนอยสร้างสรรค์,หนาแน่นน้อย,100.859135,13.787545,,
ชุมชนแผ่นดินทองศิริวังพัฒนา,หนาแน่นน้อย,100.838135,13.80647,,
ชุมชนแผ่นดินทองวัดลำพะอง,หนาแน่นน้อย,100.83696,13.768546,,
ชุมชนแผ่นดินทองวัดพระยาปลา,หนาแน่นน้อย,100.864533,13.914506,,
ชุมชนแผ่นดินทองบิดาย่าตุ้ลฮิดายะห์,หนาแน่นน้อย,100.911608,13.93851,,
ชุมชนแผ่นดินทองดารุ้ลนาอีม,หนาแน่นน้อย,100.790037,13.879245,,
ชุมชนแผ่นดินทองนูรุสลาม,หนาแน่นน้อย,100.818763,13.851713,,
ชุมชนแผ่นดินทองยะมีอุ้ลมุตตะกีน (ลำหินใต้),หนาแน่นน้อย,100.803811,13.82355,,
ชุมชนพัฒนาบ้านแบนใหญ่,หนาแน่นน้อย,100.823906,13.828258,,
ชุมชนแผ่นดินทองนูรุลเอียะซาน,หนาแน่นน้อย,100.832157,13.839298,,
ชุมชนแผ่นดินทองซอลีฮุ้ลมุสลีมีน,หนาแน่นน้อย,100.848683,13.818879,,
ชุมชนแผ่นดินทองนูรุ้ลลอฮ์,หนาแน่นน้อย,100.870489,13.815592,,
ชุมชนแผ่นดินทองดารุ้ลคอยรอต,หนาแน่นน้อย,100.836124,13.854912,,
ชุมชนแผ่นดินทองอัลยามีอะห์,หนาแน่นน้อย,100.837718,13.817237,,
ชุมชนหมู่บ้านเลียบวารี,หนาแน่นน้อย,100.843915,13.856471,,
ชุมชนแผ่นดินทองเจริญดำริ,หนาแน่นน้อย,100.85733,13.842336,,
ชุมชนซอยศาสนา,หนาแน่นน้อย,100.859436,13.845841,,
ชุมชนนาตับสร้างสรรค์,หนาแน่นน้อย,100.80962,13.83373,,
ชุมชนลำตามีพัฒนา,หนาแน่นน้อย,100.876845,13.756262,,
ชุมชนพลังสามัคคี,หนาแน่นปานกลาง,100.598365,13.883778,,
ชุมชนนูรุ้ลอิสลาม(คลองสี่วังเล็ก),หนาแน่นน้อย,100.771952,13.804563,,
ชุมชนแสนสุขพัฒนา,หนาแน่นน้อย,100.735831,13.816013,,
ชุมชนนำไกร หมู่ที่ 9 ทับยาว,หนาแน่นน้อย,100.798958,13.72198,,
ชุมชนเทอดศาสนา,หนาแน่นน้อย,100.736079,13.7205,,
ชุมชนสหกรณ์ 93 คลองสิบ,หนาแน่นน้อย,100.837298,13.912858,,
ชุมชนวัดใหม่เจริญราษฎร์,หนาแน่นน้อย,100.907842,13.897226,,
ชุมชนหมู่ 6 ก้าวหน้า,หนาแน่นน้อย,100.890365,13.918698,,
ชุมชนมิตรไมตรีสัมพันธ์,หนาแน่นน้อย,100.84251,13.859737,,
ชุมชนพัฒนาศาลาร่วมใจ,หนาแน่นน้อย,100.804876,13.855205,,
ชุมชนลานโพธิ์,หนาแน่นมาก,100.482405,13.739544,,
ชุมชนสองแขวง,หนาแน่นปานกลาง,100.46011,13.78037,,
ชุมชนคลองบางน้อย,หนาแน่นปานกลาง,100.452726,13.743244,,
ชุมชนหลังวัดรางบัว,หนาแน่นปานกลาง,100.444908,13.712494,,
ชุมชนหลังวัดปากน้ำฝั่งใต้,หนาแน่นปานกลาง,100.458213,13.743223,,
ชุมชนข้างวัดโตนด,หนาแน่นปานกลาง,100.453988,13.735963,,
ชุมชนข้างวัดบางแวก,หนาแน่นปานกลาง,100.460056,13.736027,,
ชุมชนหลังวัดคูหาสวรรค์,หนาแน่นปานกลาง,100.461759,13.733446,,
ชุมชนแสงหิรัญ,หนาแน่นปานกลาง,100.428407,13.710533,,
ชุมชนคานเรือ,หนาแน่นปานกลาง,100.432103,13.710512,,
ชุมชนเพชรเกษม 56,หนาแน่นปานกลาง,100.431837,13.713459,,
ชุมชนริมคลองราชมนตรี หมู่ 10,หนาแน่นปานกลาง,100.427092,13.719612,,
ชุมชนวัดจันทร์ประดิษฐาราม เขต 1 หมู่ 3,หนาแน่นปานกลาง,100.431237,13.719391,,
ชุมชนเพชรเกษม 58,หนาแน่นปานกลาง,100.433145,13.717204,,
ชุมชนริมคลองราชมนตรี หมู่ 11,หนาแน่นปานกลาง,100.427284,13.712764,,
ชุมชนคลองตาแป้น,หนาแน่นมาก,100.437161,13.708858,,
ชุมชนวัดจันทร์ประดิษฐาราม เขต 2,หนาแน่นปานกลาง,100.438318,13.713477,,
ชุมชนวัดจันทร์ประดิษฐาราม เขต1 หมู่ 1,หนาแน่นปานกลาง,100.43926,13.71838,,
ชุมชนวัดจันทร์ประดิษฐาราม เขต 1 หมู่ 7,หนาแน่นปานกลาง,100.438382,13.720346,,
ชุมชนเจริญวิถี,หนาแน่นปานกลาง,100.416375,13.744405,,
ชุมชนหมู่ 1 คลองขวาง,หนาแน่นปานกลาง,100.426061,13.739059,,
ชุมชนเทพประทาน,หนาแน่นปานกลาง,100.429366,13.727704,,
ชุมชนวัดจันทร์ประดิษฐาราม เขต 3,หนาแน่นปานกลาง,100.442482,13.72067,,
ชุมชนวัดจันทร์ประดิษฐาราม เขต 5,หนาแน่นปานกลาง,100.441287,13.71957,,
ชุมชนเพชรเกษม 42,หนาแน่นปานกลาง,100.453026,13.719784,,
ชุมชนวัดจันทร์ประดิษฐาราม เขต 4,หนาแน่นปานกลาง,100.446894,13.720748,,
ชุมชนวัดรางบัว,หนาแน่นปานกลาง,100.439696,13.711335,,
ชุมชนซอยวัดโคนอน,หนาแน่นปานกลาง,100.454561,13.710492,,
ชุมชนหมู่บ้านพัฒนา หมู่ 7 บางหว้า,หนาแน่นปานกลาง,100.448633,13.709627,,
ชุมชนสุภัทรภิบาล,หนาแน่นปานกลาง,100.449713,13.712667,,
ชุมชนหน้าวัดโคนอน,หนาแน่นปานกลาง,100.454039,13.714311,,
ชุมชนหลังโรงน้ำตาลนิวกว้างสุ้นหลี,หนาแน่นปานกลาง,100.44976,13.715689,,
ชุมชนเพชรเกษม 44,หนาแน่นปานกลาง,100.450177,13.718745,,
ชุมชนนวมประดิษฐ์,หนาแน่นปานกลาง,100.442243,13.73642,,
ชุมชนวิจิตรสัมพันธ์,หนาแน่นมาก,100.460484,13.739512,,
ชุมชนวิจิตรสามัคคี,หนาแน่นมาก,100.461281,13.739835,,
ชุมชนประดิษฐ์เจริญ,หนาแน่นปานกลาง,100.340739,13.680902,,
ชุมชนหมู่ 1 หนองแขม,หนาแน่นปานกลาง,100.364705,13.694684,,
ชุมชนศิริธร,หนาแน่นปานกลาง,100.380555,13.689631,,
ชุมชนนาคสถาพร 2,หนาแน่นปานกลาง,100.374183,13.70223,,
ชุมชนฉัตรชัยเสริมโชค,หนาแน่นน้อย,100.35487,13.735414,,
ชุมชนชายแดน,หนาแน่นน้อย,100.348493,13.735692,,
ชุมชนซอยกำนันวิจิตร,หนาแน่นน้อย,100.337177,13.726562,,
ชุมชนแสงศิริ,หนาแน่นน้อย,100.33867,13.726919,,
ชุมชนหมู่ 4 หนองค้างพลู,หนาแน่นน้อย,100.34476,13.727412,,
ชุมชนหมู่ 3 หนองค้างพลู,หนาแน่นน้อย,100.342076,13.724451,,
ชุมชนวัดวงษ์ลาภาราม,หนาแน่นปานกลาง,100.357994,13.717015,,
ชุมชนรักเจริญ,หนาแน่นน้อย,100.355342,13.716707,,
ชุมชนซอยหล่อพระ,หนาแน่นปานกลาง,100.350154,13.707463,,
ชุมชนซอยเพชรเกษม 108,หนาแน่นปานกลาง,100.352195,13.709517,,
ชุมชนซอยเพชรเกษม 112,หนาแน่นน้อย,100.342456,13.708032,,
ชุมชนสงวนคำ,หนาแน่นน้อย,100.339528,13.702987,,
ชุมชนเลียบคลองมหาศร,หนาแน่นน้อย,100.345992,13.703762,,
ชุมชนซอยเพชรเกษม 77 แยก 1,หนาแน่นปานกลาง,100.358707,13.704097,,
ชุมชนสาครปานสินธุ์,หนาแน่นน้อย,100.366974,13.689875,,
ชุมชนสวัสดิการหนองแขม,หนาแน่นปานกลาง,100.356673,13.698001,,
ชุมชนซอยนาคสถาพร 1,หนาแน่นปานกลาง,100.373079,13.704746,,
ชุมชนซอยต้นสน,หนาแน่นปานกลาง,100.369358,13.705617,,
ชุมชนหรรษา 1,หนาแน่นปานกลาง,100.344651,13.690518,,
ชุมชนซอยโรงงานยากันยุง,หนาแน่นปานกลาง,100.347359,13.696825,,
ชุมชนซอยประสิทธิ์ 4/3,หนาแน่นน้อย,100.365656,13.678249,,
ชุมชนดงรัก,หนาแน่นน้อย,100.349776,13.678156,,
ชุมชนจัดสรร 2,หนาแน่นปานกลาง,100.346854,13.683768,,
ชุมชนตลาดหนองแขม,หนาแน่นปานกลาง,100.341315,13.676518,,
ชุมชนซอยสถิตย์,หนาแน่นปานกลาง,100.345181,13.674307,,
ชุมชน หมู่ 11 แขวงหนองแขม,หนาแน่นน้อย,100.350344,13.669787,,
ชุมชนสะพาน 1,หนาแน่นน้อย,100.346103,13.670833,,
ชุมชนสามัคคีธรรม 4-6,หนาแน่นปานกลาง,100.349455,13.719024,,
